clip_id,audio_path,transcript,duration_seconds,rms_mean,rms_std,f0_mean,f0_std,zcr_mean,spectral_centroid_mean,tempo_proxy,transcript_char_len,transcript_word_count,urgency_count,money_count,secrecy_count,pressure_count,id_avoidance_count,otp_pin_count,decision,label
synthetic_proceed_0035,,,4.0436617506103785,0.0430675318028719,0.0033568143015027,1369.8107693091997,499.11000430321855,0.185931549517174,1463.523122682582,155.49325397850504,100,16,0,0,0,0,0,0,PROCEED,0
synthetic_verify_0149,,,4.232272277561919,0.0466580189068399,0.0398397529523909,380.63787929132286,273.7278499155529,0.2159982386147289,1886.774311336685,96.91618938424202,116,11,2,0,1,0,0,0,VERIFY,0
clip_0300,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0300.wav,"We had about nine ministries, one for cashew, one for sugarcane, one for tea.",5.0,0.037078871190244354,0.030853361612876495,586.2082776715804,547.2106864504536,0.175896,1880.74,133.93,77,14,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0153,,,2.9325596743779108,0.02457588098273977,0.011797552191742817,360.9498927420989,79.89376195959358,0.2679154350573702,1566.7627902639497,154.72975575598568,109,14,2,1,0,1,0,0,VERIFY,1
clip_0475,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0475.wav,workers do not have guaranteed regular work.,5.0,0.031093126426700674,0.0434174291105587,1093.156228547082,34.95688560646572,0.192038,1962.04,117.19,44,7,0,0,0,0,0,0,PROCEED,1
clip_0605,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0605.wav,This is applicable to other crops as well.,5.0,0.021475318708719306,0.023640559711484325,151.03839012026486,28.72495852065468,0.194317,1950.81,117.19,42,8,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0103,,,3.458492852645647,0.0184139294253856,0.0342754767364454,681.2460763860824,102.7059382712739,0.2496691197455602,2013.3363661874005,140.431298224032,113,7,2,1,1,0,0,0,VERIFY,0
synthetic_proceed_0038,,,3.4997752128618003,0.0281562431492457,0.0104430323889092,1251.2156687023812,431.3684545314286,0.2069181361408518,1868.3909351138652,170.90625428967314,11,11,1,0,0,0,0,0,PROCEED,0
synthetic_reject_0051,,,4.172459664033594,0.04443599314012042,0.042023751424353176,83.44212704279944,723.9378279895644,0.2877812908470502,2078.1598203070507,149.6650823876892,139,9,3,1,2,2,1,2,REJECT,1
clip_0533,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0533.wav,be northeastern province has the highest,5.0,0.026451964224418315,0.034683697204030445,377.6529940808606,371.5514238182639,0.217008,2143.47,125.0,40,6,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0109,,,2.634576312271148,0.019493766454796,0.0063635246221962,500.5825288097474,403.1768743811489,0.1814240009563897,1933.02008825404,147.55867735674389,56,3,2,1,0,1,0,1,VERIFY,0
clip_0182,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0182.wav,Tropical maritime humid island close the equator,5.0,0.025592271771446254,0.027111435746850047,164.42236229755906,23.932318531716955,0.197446,2034.5,187.5,48,7,0,0,0,0,0,0,PROCEED,1
clip_0088,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0088.wav,,5.0,0.004211,0.005717,552.98,454.36,0.16461,1827.67,104.17,0,0,0,0,0,0,0,0,PROCEED,0
clip_0589,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0589.wav,"cultivation. But if you look at the figures, the paddy farmers are in need of cultivation.",5.0,0.032341647919624315,0.041289772588394384,172.48011886796877,11.31521664247432,0.217161,2109.17,117.19,90,16,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0180,,,3.741858570014961,0.05639324858736149,0.027097440028289118,911.5455713873529,462.53034662042836,0.1513134670626009,1833.4592707709744,143.7302156538024,85,17,0,1,1,0,1,0,VERIFY,1
clip_0031,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0031.wav,"is doing, according to my understanding, they are creating a sub-",5.0,0.013504,0.012951,1991.91,5.7,0.186763,1819.75,144.23,65,11,0,0,0,0,0,0,PROCEED,0
clip_0444,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0444.wav,"about the low productivity in agriculture, yes that is a fact.",5.0,0.0266462755309606,0.03274136075181026,1159.3940226203588,190.35696538535672,0.194261,1962.64,125.0,62,11,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0178,,,3.0285781449972777,0.0232585370591677,0.0282000925672133,1160.2659297907144,458.7490306134645,0.2105175936118052,2354.132339032069,93.57458530999013,45,15,2,0,0,0,0,1,VERIFY,0
clip_0549,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0549.wav,"a steady decline in the contribution of agriculture to our GDP, likewise employment...",5.0,0.031218528260251087,0.03524704073783707,246.56086381578112,343.96102713148605,0.203529,2029.15,125.0,86,13,0,0,0,0,0,0,PROCEED,1
clip_0455,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0455.wav,I have 65% of our population. So this is how the spread of,5.0,0.025705,0.022916,971.32,46.38,0.218669,2072.21,144.23,58,13,0,0,0,0,0,0,PROCEED,0
clip_0049,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0049.wav,This is the good example what we actually,5.0,0.01327225335056036,0.01961384003097982,234.8815229020399,102.87552645598767,0.182841,1927.37,104.17,41,8,0,0,0,0,0,0,PROCEED,1
clip_0517,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0517.wav,holdings and extent has increased when you compare with 1982 to 2000,5.0,0.030899,0.022425,144.48,10.01,0.201887,1985.59,110.29,68,12,0,0,0,0,0,0,PROCEED,0
clip_0237,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0237.wav,by exporting floriculture products and in year 2010,5.0,0.05913,0.033115,234.45,7.8,0.300592,2648.12,125.0,51,8,0,0,0,0,0,0,PROCEED,0
clip_0363,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0363.wav,"for the producer giving fair value, correct the information asymmetry and have...",5.0,0.028586434085924654,0.02165777233799916,179.8992038789389,28.05978491855152,0.196336,1977.71,133.93,81,12,0,0,0,0,0,0,PROCEED,1
synthetic_reject_0158,,,3.389247673409744,0.0181706170209463,0.0219856792592149,441.8591535896357,580.5220838025162,0.2203875887250079,1816.7324468366087,138.0467600993696,43,17,2,2,2,2,2,2,REJECT,0
clip_0539,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0539.wav,"rise, eastern province and north central and southern province alone, these three districts alone.",5.0,0.034146,0.028902,329.37,313.78,0.204123,1986.62,117.19,98,14,0,0,0,0,0,0,PROCEED,0
synthetic_verify_0078,,,3.813146046953958,0.014618574150412783,0.04552628302117402,423.22790208754617,114.12879229588874,0.2416118357276838,1445.703560719183,141.9968564874164,104,6,1,1,1,1,0,1,VERIFY,1
synthetic_reject_0110,,,3.5555052474985223,0.0618296750653196,0.0100116377142171,75.64732393922297,369.4808350288617,0.1856636794460153,1863.7530093909768,136.44410906788823,29,13,1,3,1,2,2,1,REJECT,0
synthetic_verify_0035,,,3.04551883638043,0.0537035886652592,0.013738413345908,352.73444849571285,10.320161473036782,0.2767204261425932,2351.1137758509617,142.7328935090678,91,3,0,0,0,0,0,1,VERIFY,0
clip_0589,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0589.wav,"cultivation. But if you look at the figures, the paddy farmers are in need of cultivation.",5.0,0.03062,0.031243,161.78,9.0,0.217161,2109.17,117.19,90,16,0,0,0,0,0,0,PROCEED,0
clip_0283,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0283.wav,That means the employment is seasonal because they don't own the land.,4.51,0.029416,0.033833,684.86,370.83,0.191247,1979.24,125.0,70,12,0,0,0,0,0,0,PROCEED,0
clip_0650,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0650.wav,make a successful enterprise and declining land at the,5.0,0.02965967938852916,0.03101923636069707,186.5262079422902,59.652325768028064,0.204982,2016.37,125.0,54,9,0,0,0,0,0,0,PROCEED,1
synthetic_reject_0048,,,3.710724903636792,0.0365315160610826,0.028615011789086,146.5977129666846,152.83472673638187,0.2177128759104136,1917.833771763731,113.28157859124843,61,8,3,2,2,3,2,0,REJECT,0
synthetic_verify_0078,,,3.813146046953958,0.0155604373669109,0.0353859253364276,391.9657610047432,89.64361385966684,0.2416118357276838,1445.703560719183,141.9968564874164,104,6,1,1,1,1,0,1,VERIFY,0
clip_0070,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0070.wav,,5.0,0.003,0.00255,497.72,111.31,0.19967,2067.87,98.68,0,0,0,0,0,0,0,0,PROCEED,0
synthetic_verify_0012,,,4.30860915588728,0.0367828299673789,0.0342641196122537,994.5966173357984,423.2298222160628,0.2073170387963172,1800.354075004239,159.155820259137,92,15,0,1,1,0,0,0,VERIFY,0
synthetic_verify_0191,,,4.253408900776104,0.0107186475888888,0.0067329420395802,739.2623752061731,177.42054117104252,0.2915969469961729,2483.828828867343,151.37062586767073,75,8,1,0,1,0,0,1,VERIFY,0
synthetic_verify_0068,,,4.244581963762926,0.0581646675290596,0.041310269017950756,948.7685238149514,439.8436050345216,0.2902664359257755,1754.9889169958433,80.11120941961875,30,13,2,0,0,0,0,0,VERIFY,1
synthetic_verify_0107,,,3.302136356874609,0.038408292348882885,0.04761594131223778,608.1872780360333,628.723362060395,0.1821030311864219,1465.679248309983,100.42421063684289,83,12,0,0,1,1,1,0,VERIFY,1
clip_0196,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0196.wav,six different land zones so that,5.0,0.024383,0.023915,134.37,37.0,0.227247,2208.36,98.68,32,6,0,0,0,0,0,0,PROCEED,0
clip_0141,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0141.wav,to promote the culture of microbes in the soil.,5.0,0.023055774676681802,0.0278920475756131,160.85454006122512,23.117076299556185,0.160203,1706.71,125.0,47,9,0,0,0,0,0,0,PROCEED,1
clip_0282,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0282.wav,"the informal sector, almost 91% of the agriculture workers are informal.",5.0,0.036861,0.029498,381.79,348.31,0.157942,1731.97,117.19,72,11,0,0,0,0,0,0,PROCEED,0
clip_0559,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0559.wav,"of agriculture, the real benefit.",5.0,0.028908252483506418,0.022516857350347096,165.6154643393971,28.44167961052661,0.172245,1827.39,144.23,33,5,0,0,0,0,0,0,PROCEED,1
synthetic_reject_0187,,,4.542245631703773,0.0510057877776275,0.0153058276180034,1320.0304710997327,332.67484058688507,0.1708450367466006,1910.2738225252328,83.75710903989074,81,13,1,2,2,1,2,1,REJECT,0
clip_0505,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0505.wav,"agriculture, because agriculture is basically a daily wage based job.",5.0,0.028869,0.029073,1013.38,6.18,0.189876,1953.29,125.0,69,10,0,0,0,0,0,0,PROCEED,0
clip_0316,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0316.wav,functionality features of them then there are some times,5.0,0.027444,0.023867,277.77,297.16,0.201228,2016.27,125.0,56,9,0,0,0,0,0,0,PROCEED,0
clip_0369,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0369.wav,agriculture like what the government did when the coffee industry was decimated.,5.0,0.026912,0.019075,330.92,315.26,0.16372,1845.47,125.0,80,12,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0065,,,4.5180716910777,0.05283588181430775,0.03785311068263145,1563.9954011560844,686.3476736351612,0.2363996854410894,2231.8102537483096,85.159580665871,45,19,1,2,3,2,1,1,REJECT,1
synthetic_reject_0110,,,3.5555052474985223,0.06122863239307878,0.013018815848106187,83.77104020432549,466.40680305802334,0.1856636794460153,1863.7530093909768,136.44410906788823,29,13,1,3,1,2,2,1,REJECT,1
clip_0300,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0300.wav,"We had about nine ministries, one for cashew, one for sugarcane, one for tea.",5.0,0.036204,0.026333,544.68,399.17,0.175896,1880.74,133.93,77,14,0,0,0,0,0,0,PROCEED,0
clip_0096,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0096.wav,Sit down. We'll be right back.,5.0,0.003179,0.003215,0.0,0.0,0.214085,2119.65,89.29,30,6,0,0,0,0,0,0,PROCEED,0
clip_0475,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0475.wav,workers do not have guaranteed regular work.,5.0,0.030894,0.032464,1014.6,28.56,0.192038,1962.04,117.19,44,7,0,0,0,0,0,0,PROCEED,0
clip_0316,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0316.wav,functionality features of them then there are some times,5.0,0.02518816051460722,0.029541473514903483,307.3925888730722,381.05297881300146,0.201228,2016.27,125.0,56,9,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0072,,,3.980753427655239,0.042483360954095724,0.02282320553871289,1001.8974141387025,430.11734732944905,0.1415211595953701,2087.1714237387014,105.6743496309758,53,6,1,1,0,1,0,0,VERIFY,1
clip_0188,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0188.wav,tanks and reservoir systems in Sri Lanka. Sri Lanka has 103 rivers.,5.0,0.03537835871733337,0.03357968377074727,193.80741889789707,44.84034359725167,0.213099,2070.4,104.17,67,12,0,0,0,0,0,0,PROCEED,1
clip_0056,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0056.wav,"fertilizer, water and other resources for the cultivation.",5.0,0.012826,0.011723,97.18,1.19,0.150677,1604.54,117.19,58,8,0,0,0,0,0,0,PROCEED,0
clip_0603,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0603.wav,"last five years or so, the petty farmer has not been able to pay up the loan.",5.0,0.03615131416508391,0.03559983628598396,174.29758867957491,25.909691796491686,0.184402,1889.44,125.0,77,17,0,1,0,0,0,0,PROCEED,1
synthetic_reject_0068,,,4.865179818850506,0.0188516338161109,0.0103319901769974,126.39156216698146,71.35517815589853,0.1267674191771269,1975.7375922278056,138.07572072273277,140,14,1,1,2,2,0,1,REJECT,0
clip_0173,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0173.wav,people are directly employed and more so 77% of our national population.,5.0,0.029037,0.020265,130.16,7.27,0.197151,1954.23,170.45,72,12,0,0,0,0,0,0,PROCEED,0
clip_0470,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0470.wav,"percent. So when you combine both, on-account workers and the family workers",5.0,0.031539,0.029604,550.52,423.31,0.184107,1898.75,104.17,76,12,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0067,,,3.8820643234963232,0.034879186172168994,0.03692216275708907,1276.57301641881,440.30072102396093,0.2390979315144974,2285.42692028783,132.0168109878732,127,18,2,2,3,1,0,1,REJECT,1
synthetic_verify_0191,,,4.253408900776104,0.01035715199713668,0.007852099224537452,785.285249070585,225.04960318091705,0.2915969469961729,2483.828828867343,151.37062586767073,75,8,1,0,1,0,0,1,VERIFY,1
clip_0469,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0469.wav,percent owned account workers and contributing family workers and other 21,5.0,0.028886323846282137,0.030895329681016347,174.91641224759488,27.35928526498535,0.179588,1877.19,104.17,74,11,0,0,0,0,0,0,PROCEED,1
clip_0138,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0138.wav,health of the people. Our organic farmers use bio-fertilizers,5.0,0.0258407545854293,0.030856501792700684,795.6435888161121,499.35124799472345,0.153722,1642.65,133.93,61,9,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0153,,,2.9325596743779108,0.0233386031811961,0.0091835804341477,314.8671083853092,62.141763822393855,0.2679154350573702,1566.7627902639497,154.72975575598568,109,14,2,1,0,1,0,0,VERIFY,0
clip_0329,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0329.wav,That means agriculture is definitely not an attractive proposition for them. So that is the most...,5.0,0.025352349143596506,0.021185131528795968,160.22914514364038,14.187949325890221,0.189829,1917.47,144.23,99,16,0,0,0,0,0,0,PROCEED,1
clip_0307,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0307.wav,"to give the right information, market information to the growers on the ground, then we have",5.0,0.03165,0.025143,154.39,8.41,0.177775,1824.18,117.19,92,16,0,0,0,0,0,0,PROCEED,0
synthetic_verify_0115,,,4.4828213449076415,0.0210254393568324,0.0115086527645096,1143.441458903896,112.84983849725305,0.1669653443370302,2563.5391266852057,153.4708570265026,50,15,2,0,1,1,1,0,VERIFY,0
clip_0109,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0109.wav,,5.0,0.005109364169601266,0.0037922072359237446,536.86206221932,217.08817331976334,0.15871,1778.11,98.68,0,0,0,0,0,0,0,0,PROCEED,1
synthetic_reject_0146,,,3.3411638231141803,0.06595539636680967,0.032116300178834406,1320.7912474843974,501.53599080501834,0.2417567452209106,1558.0321261664462,103.41844468154856,95,17,3,1,1,2,2,1,REJECT,1
synthetic_proceed_0046,,,3.830522875145641,0.023585030539570933,0.018338423234835182,921.2048994510113,645.6278307659483,0.1845963643788945,2132.052014549302,118.24844605825945,80,6,0,0,0,0,0,0,PROCEED,1
clip_0213,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0213.wav,"cultivation. Other important food crops, like other food crops, are",5.0,0.030916,0.024486,150.62,9.92,0.182272,1911.11,144.23,67,10,0,0,0,0,0,0,PROCEED,0
clip_0306,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0306.wav,allow it to rot and farmers committing suicide that is because our system is not,5.0,0.03407544261314777,0.038505962066943095,1105.883230521406,47.02057769503576,0.180891,1876.17,144.23,80,15,0,0,0,0,0,0,PROCEED,1
clip_0096,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0096.wav,Sit down. We'll be right back.,5.0,0.003310563897400823,0.003945945114926001,0.0,0.0,0.214085,2119.65,89.29,30,6,0,0,0,0,0,0,PROCEED,1
clip_0214,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0214.wav,"to 400,000 hectares and the traditional T202,000 hectares.",5.0,0.031876,0.024533,196.91,86.12,0.183976,1904.4,110.29,58,8,0,0,0,0,0,0,PROCEED,0
clip_0107,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0107.wav,,5.0,0.003281,0.002893,443.03,159.54,0.181945,1945.11,125.0,0,0,0,0,0,0,0,0,PROCEED,0
clip_0350,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0350.wav,that is to have a non-partisan expert tunnel to advise and set,5.0,0.03564367643830988,0.04448640285960318,185.94095690042556,22.66954286532793,0.191851,1921.5,156.25,62,12,0,0,0,0,0,0,PROCEED,1
clip_0212,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0212.wav,"The important thing is that more than the extent involved, the number of households",5.0,0.02706969699326542,0.030243496919019792,514.7493371665151,532.7499561137612,0.194445,1980.38,110.29,83,14,0,0,0,0,0,0,PROCEED,1
clip_0250,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0250.wav,"as well as for the local market. All major exporters are producer, expo...",5.0,0.064381,0.039688,226.62,20.32,0.275671,2449.02,156.25,74,13,0,0,0,0,0,0,PROCEED,0
synthetic_verify_0099,,,4.3152781483615925,0.0288970269104654,0.01368123790969087,313.46375580899445,213.45503223749387,0.2344923156634006,1877.9366589068652,80.68146979001281,76,10,2,1,0,1,0,0,VERIFY,1
synthetic_verify_0097,,,2.8323201067699566,0.0419244392399567,0.0161910118392693,115.68473787600976,77.43856985519706,0.1201672950365929,2483.868352813649,82.46179838412385,50,10,1,0,1,0,0,0,VERIFY,0
clip_0088,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0088.wav,,5.0,0.00396021164640888,0.007021166846391312,600.5583265481846,587.4589874492311,0.16461,1827.67,104.17,0,0,0,0,0,0,0,0,PROCEED,1
synthetic_verify_0012,,,4.30860915588728,0.03758940946418376,0.04201305454631683,1075.615476150014,529.8298966707979,0.2073170387963172,1800.354075004239,159.155820259137,92,15,0,1,1,0,0,0,VERIFY,1
synthetic_verify_0097,,,2.8323201067699566,0.041051937399760687,0.0193598383315962,121.6471741757711,96.23493975414368,0.1201672950365929,2483.868352813649,82.46179838412385,50,10,1,0,1,0,0,0,VERIFY,1
clip_0282,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0282.wav,"the informal sector, almost 91% of the agriculture workers are informal.",5.0,0.036273486706855054,0.03799557261559959,407.2478044239257,464.8194704847608,0.157942,1731.97,117.19,72,11,0,0,0,0,0,0,PROCEED,1
clip_0534,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0534.wav,"The highest percentage of polyagenes foods, that is coconut and associated, where...",5.0,0.023414,0.015899,151.15,10.96,0.213827,2071.53,144.23,84,12,0,0,0,0,0,0,PROCEED,0
synthetic_verify_0048,,,3.693375995306004,0.029938724831103384,0.0223019642987431,1111.3012903229753,220.47252564652877,0.1576306872672322,1501.6260102503682,126.66931208844083,92,15,2,0,0,1,1,0,VERIFY,1
synthetic_verify_0190,,,3.042758073674726,0.0371013534833189,0.0388873094302016,220.03030354174132,471.02937107240734,0.1529207495523603,2080.931849627876,117.70077119587448,45,3,0,0,1,1,0,0,VERIFY,0
synthetic_reject_0107,,,3.8944050810096713,0.0480326883348339,0.0280487799693774,1383.1183611609051,308.2388200853816,0.2985884426681963,2421.709949294115,100.85105143573358,68,14,2,2,2,2,2,0,REJECT,0
clip_0586,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0586.wav,"supportive irrigation and riverine system, we are still...",5.0,0.026736,0.022363,146.15,28.55,0.217957,2079.81,144.23,58,8,0,0,0,0,0,0,PROCEED,0
clip_0246,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0246.wav,The major varieties of ink temperate cut flowers include carnation,5.0,0.065807,0.051798,200.72,0.38,0.258923,2388.95,104.17,66,10,0,0,0,0,0,0,PROCEED,0
clip_0560,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0560.wav,of agriculture is not a phenomena confined to Sri Lankan only. We find that...,5.0,0.029442,0.024726,164.05,25.33,0.183133,1894.17,133.93,78,14,0,0,0,0,0,0,PROCEED,0
synthetic_reject_0013,,,4.77554019752192,0.0618010646822132,0.0427472247977331,1188.7439441152185,408.0131877342526,0.2245235918585618,1846.739319874092,174.01334424577783,112,6,1,2,2,2,1,2,REJECT,0
clip_0473,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0473.wav,another issue in having commercial and productive agriculture.,5.0,0.026934,0.021096,0.0,0.0,0.19692,1946.87,85.23,62,8,0,0,0,0,0,0,PROCEED,0
